version,date,content
Slack 23.06.20,14 June 2023,"fixed: ever peek at someone's slack profile only to find that person suddenly added to your list of recent direct messages? don't worry, it wasn't a fugue state full of forgotten messages—just a run-of-the-mill bug. it's been fixed."
Slack 23.06.10,7 June 2023,what’s newwe’ve updated some of the language and illustrations within the app to make certain flows clearer and more inviting. it’s the same place you know and love; we just did a little dusting to prepare for company.
Slack 23.05.50,31 May 2023,"what’s newyou know how sometimes you just become aware of how much tension you’re holding in your body, then take a deep breath and slowly let it out? this update is like that. it’s still slack, just with a tiny bit less friction."
Slack 23.05.41,26 May 2023,we’ve tuned the engine and given the interior a thorough clean. everything is now running smoothly again.
Slack 23.05.40,24 May 2023,"what’s newbugs were squashed, performance was improved, work was done, and the result was good. please enjoy slack responsibly."
Slack 23.05.30,17 May 2023,"fixed: one size did not fit all for those whose emoji reactions were being partially cut off, or cropped too close, when the device’s font size was set smaller than the default option. that wasn’t the reaction any of us were hoping for."
Slack 23.05.20,10 May 2023,"fixed: eager to “return” to a moment before your message was sent? we found that when typing in japanese on an external keyboard, the return key was sending the message instead of adding a line break. we’ve “entered” a fix and “sent” that bug packing."
Slack 23.05.10,3 May 2023,"fixed: we’ve removed the option to mention @here or @channel within a direct message. in the context of a dm, these mentions were superfluous, redundant, duplicative. oh, and they also caused the app to crash spectacularly. so that wasn’t great. every message in a dm generates a notification just like an @mention, so all you need are your wonderful words."
Slack 23.04.40,26 April 2023,"fixed: emoji reactions were sometimes failing to render as anything more than gray squares, which may have left you feeling slightly … emotionless. a message without a reaction is always a bit of a blank slate—now your reacji may extend beyond the blank and slate-colored."
Slack 23.04.30,19 April 2023,"what’s newhello. is it release notes you’re looking for? ‘cause we wonder where you are, and we wonder what you do. are you somewhere feeling lonely, because we have no release notes here for you? tell us how to win your heart, for we haven’t got a clue. but let us start by saying: i have no release notes for you."
Slack 23.04.20,12 April 2023,"fixed: our app took some actions a bit personally, crashing after users attempted to use the 'cut' function on text that appeared after a code block. rest assured, we fixed the bug, and no code was harmed in the process.fixed: what's in a name? that which we call a slack username by any other name would … well, forgive us. we were supposed to show users’ actual names in the dm channel header instead of their slack usernames. it was an unintended name drop and it's since been fixed."
Slack 23.04.10,5 April 2023,"what’s newno big fixes to call out this week, but rest assured, there will be more in the future. not that introducing bugs is our aim, of course. but missteps, adjustments, errors and corrections—these are the rhythms of life and the price of growth. we hope you're enjoying the ride, no matter where you happen to find yourself at present."
Slack 23.03.50,29 March 2023,"what’s newno news is good news! well, some news can also be good news, or no news could perhaps lead to uncertainty and speculation on par with bad news, but in this case our absence of news is a good thing. or at least not a bad thing. no news is just fine. never mind."
Slack 23.03.40,22 March 2023,"fixed: if you noticed that fine print wasn’t looking so fine in images, it was probably because our “zoom” function was a bit out of sorts. we now return you to your regularly scheduled clarity.fixed: feel like you’re always starting from square one? making lists using both bullets and numbers meant that every number following a bullet reset to “1.” here’s to progress, for us and for you."
Slack 23.03.30,15 March 2023,"fixed: the app would periodically get stuck trying to load the drafts view, rendering your unsent messages also unviewable. please consider that bug a draft that got sent out a little too early."
Slack 23.03.20,8 March 2023,"fixed: the threads of time got a little tangled, meaning that messages within threads would not display years as part of their timestamp. good threads (both digital and physical) should last you more than a year, so we’ve added that information to the timestamp.fixed: when linking to archived messages, we were always showing the author’s full name, even when you had chosen to show display names instead. what do you call a preference that isn’t honored? answer: a bug that should be fixed, and then archived."
Slack 23.03.10,1 March 2023,"what’s newbeginning march 6, certain older versions of slack will no longer be able to connect. if you’ve updated within the past year, you should be fine. if you haven’t updated in over a year, well, you’re probably not reading this message, but it’s here for posterity. in short, keep your apps up to date, everybody. our support team thanks you!fixed: inbox zero folks can breathe a sigh of relief—we finally tracked down a bug that was causing channels to periodically appear unread even after they’d been checked. may these unbolded channels embolden you toward greater focus."
Slack 23.02.40,22 February 2023,"fixed: instead of showing visual indicators of files you were uploading in the composition field, we, er, filed them away. that is to say that they were hidden from view, which sort of undermined the whole “message preview” thing. they’re back now. sorry about that."
Slack 23.02.30,13 February 2023,"fixed: it was discovered that entering text into the “jump to…” field was returning no results at all. we didn’t want to jump to conclusions, but that sure sounded like a bug. our intrepid engineers jumped in and deployed a fix. you may now jump around to your heart’s content."
Slack 23.02.20,9 February 2023,"what’s newscreen share from anywhere with mobile screen sharing in huddles! just open the more options menu after starting a huddle and tap share screen to begin. you can even background the slack app to continue sharing any content on your device!fixed: archived channels were erroneously appearing in the channel-specific notifications list, refusing to let the past stay in the past. “we’re sorry, but the channel you’re trying to reach is no longer in service” (though, you can always unarchive the channel if the time is ripe for a return)."
Slack 23.01.40,26 January 2023,"what’s newyou can multitask, and so can we. video clips can now be minimized into a smaller window, allowing you to continue playback while working at a steady clip.fixed: tapping on a bot name in the autocomplete menu gave you a random string of letters and numbers, which was … intriguing? provocative? a comment on the anonymity of programs that do so much for us? it was weird, and a bug.fixed: what is the sound of one hand clapping? how do you type a message with no keyboard? at least one of these riddles can be solved now, as we’ve made sure the keyboard stays in view after tapping “new message.”"
Slack 23.01.30,19 January 2023,"what’s newpsa: did you know you can set reminders in slack? select “set a reminder” after long-pressing on a message or type “/remind me” anywhere in slack, and slackbot will dutifully nudge you at the appointed time."
Slack 23.01.20,12 January 2023,"fixed: our friendly “join this channel to reply to the thread” banner was obscuring each thread’s latest message, which was in turn rather unfriendly. you’ll now see the full conversation before deciding if you want to be a part of it."
Slack 23.01.10,4 January 2023,"what’s newcan you believe it’s 2023? if you’re anything like us, you’ve likely been doing a bit of reflecting while also looking ahead. to that end, this update is less about big changes and more about setting the groundwork for what’s to come. we’re still slack and you’re still you—we’re both just a little better than before. happy new year!"
Slack 22.12.20,15 December 2022,"fixed: “that’s just not me,” you may have thought upon noticing the “/me” command was no longer italicizing your text. apologies for any slack-induced identity crises. as dr. seuss said, ""there is no one alive who is youer than you,"" and our slash commands will once again reflect that truth."
Slack 22.12.10,7 December 2022,"what’s newever have those weeks where it feels like nothing's happening, but then you look back later and realize a lot of things actually were happening? this is one of those weeks for the app."
Slack 22.11.40,30 November 2022,what’s newthe app is objectively better today than it was yesterday. this is a scientifically verifiable fact that cannot be challenged or undermined. we appreciate you staying up to date!
Slack 22.11.30,16 November 2022,what’s newminor tinkerings and tune-ups across the app. we appreciate you staying up to date! let us know if you run into any problems by dropping us a line at feedback@slack.com.
Slack 22.11.20,9 November 2022,"oh, sing a song for slower weeks / for those without fanfare / no features to elucidate / no bug fixes to share / we promise we’re still working, and / you’ll notice more in time / but what has changed this week is less / conducive to a rhyme / so thank you for your patience as / we try to do our best / to write more than “ and / performance improvements”"
Slack 22.11.10,2 November 2022,"fixed: customized sidebar settings (sorting channels by recent activity, collapsing channel sections) were sometimes reverting to their defaults for no discernible rhyme or reason. now that halloween is over, we’re done playing tricks."
Slack 22.10.50,26 October 2022,"fixed: searching with japanese characters would inevitably return zero results (even when there were many messages that fit the bill). forgive us—our search was simply at a loss for words.fixed: notifications for dms and bot messages were always displaying the default blank avatar. while this had the potential to give each new message the thrill of hearing from a secret admirer, the names attached ended up spoiling the mystery.fixed: if you posted a message to a thread, then long-pressed on that message and tapped “send reply to this channel,” nothing would happen. we are choosing to blame this lack of delivery on “supply chain issues.”"
Slack 22.10.40,19 October 2022,"what’s newif you’re the sort who finds calm through cleaning, find some portable peace by moving channels between sections in your sidebar (provided you’ve created those sections already on the desktop app). furniture is expensive—why not redecorate your sidebar instead?"
Slack 22.10.20,12 October 2022,"what’s newsay more with video, live emoji reactions and more—now included in huddles on mobile devices!fixed: if a tree falls in a forest and no one is around to hear it, does it make a sound? if a “download” button exists in slack but does nothing when tapped upon, is it a button at all? we leave the semantics to the philosophers. in the meantime, downloading attachments works once again.fixed: the first time you attempted to use the camera within the app, you may have encountered a vague and puzzling permissions error. please don’t take it personal; the app simply didn’t know who you were. going forward, it will be more welcoming."
Slack 22.09.40,26 September 2022,"what’s newwe are living in a material world, and slack now supports material design icons for your home screen. we hope this experience makes you richer."
Slack 22.09.30,19 September 2022,"what’s newthis is to notify you of a notification you’ll see if you have notifications disabled in slack. if you’re someone who says “no” to notifications, tap the button to notify us of your preference and we won’t bother you again.we’ve added “alt” badges to images that contain image descriptions, or alt text. tap on the badge to read additional context for the image, and remember that quality descriptions go a long way for those who rely on screen readers. we’re all in this together!"
Slack 22.09.20,12 September 2022,"what’s newhard work is happening this week, but nothing we can easily describe. it’s like a duck swimming on a river. under the water, the duck is paddling furiously, but on top all that can be seen is the gentle gliding of a bird on water. this week, slack is the duck."
Slack 22.09.10,6 September 2022,"what’s newnow when you select text in a message you’re writing, the formatting bar will automatically appear so you can cut, copy or paste with one tap. it’s sort of like when you’re about to sneeze and someone hands you a tissue before you actually do, but less gross."
Slack 22.08.50,29 August 2022,"what’s newalas, this is the final version of slack that will work on android 8.0 or 8.1. but it doesn’t have to be goodbye forever. simply update your device to android 9.0 or newer, and keep the good times rolling.fixed: “the sound of silence” is a great song, but the actual sound of silence isn’t so great in a huddle. apologies to any xiaomi device users who experienced audio issues. you can continue to jam in your huddles."
Slack 22.08.40,22 August 2022,what’s newdon’t mind us—just making a few small adjustments to keep the app in tip-top shape. more to come soon. cheerio!
Slack 22.08.30,15 August 2022,"fixed: scheduling a message to send in the future was resulting in a confirmation banner that would trail you from channel to channel, appearing at odd times. it was confusing at best and a little creepy at worst, like those paintings that follow you with their eyes. should be better now."
Slack 22.08.20,8 August 2022,"fixed: beginning to edit your profile and then canceling those edits would sometimes cause the buttons at the top of the screen to render incorrectly. you’re allowed to change your mind, and when you do, all your options will once again be right where you left them."
Slack 22.08.10,1 August 2022,"what’s newwe’ve been working hard behind the scenes to make sure everything is polished, well-oiled, and running as it should be. if you notice anything to the contrary, as always, let us know at feedback@slack.com!"
Slack 22.07.30,25 July 2022,"what’s newthe headers at the top of conversations have been updated to be more informative, less crowded and just a bit cleaner overall. you’ll now see any bookmarks or pinned messages next to the member count, and tapping on that same text will bring you to the conversation details screen.fixed: apps were showing the dates for upcoming events but not the scheduled start times. life is more exciting with a bit of mystery, but it’s also more confusing and can cause you to miss meetings.fixed: notification banners were missing the “reply” button, giving each new alert the air of a press conference where they “will not be taking questions at this time.” replies are back, the mic is hot, and the floor is yours."
Slack 22.07.20,18 July 2022,"fixed: do you get déjà vu when we’re with you? that was most likely a bug, bringing you to your most recently viewed channel instead of whichever one you tapped on in the sidebar."
Slack 22.07.15,11 July 2022,"what’s newnothing to report this time. well, nothing that you can see, but plenty going on under the surface. we’re working hard to make slack better; this time it’s not so visible."
Slack 22.07.10,5 July 2022,"what’s newnothing major to report this week. nothing minor to report either, as it turns out. work is still happening, mind you—it’s just more the sort that happens behind the curtain in between scenes at a play. we’re quietly setting the stage for what’s to come."
Slack 22.06.25,27 June 2022,fixed: those using third-party light filters might have encountered buttons and other controls that refused to respond while the filter was enabled. no need to resign yourself to the #nofilter life—we’ve gone ahead and fixed that.
Slack 22.06.20,20 June 2022,"what’s newwe don't have any updates to share this week, but we're laying the groundwork for future changes in this version. perhaps that sounds frustratingly vague, but we invite you to think of it as mysterious and exciting instead."
Slack 22.06.15,13 June 2022,what’s newno big changes this time around. sometimes progress is best measured when you turn around and see how far you’ve come. did you know we used to be a video game company? pretty wild.
Slack 22.06.11,24 May 2022,"what’s newhard work is happening this week, but nothing we can easily describe. it’s like a duck swimming on a river. under the water, the duck is paddling furiously, but on top all that can be seen is the gentle gliding of a bird on water. this week, slack is the duck."
Slack 22.05.20,23 May 2022,"what’s newwe’ve updated the channel list so you can now sort channels by recent activity, and sorting preferences set on desktop will now sync with your mobile view. you’ll also see your three most recent dms in the home tab for added convenience.fixed: images and videos were not displaying any sort of preview, an experience some found “mysterious and exciting” and everyone else found “broken and annoying.”fixed: selecting an emoji was causing the keyboard to immediately hide itself, which was a pain when you wanted to continue writing your message. it will now reappear promptly rather than assuming each emoji carries all the finality of a wax seal upon your message."
Slack 22.05.10,9 May 2022,"fixed: when a message was deleted, it would very occasionally linger in the mobile app longer than was appropriate. see here, deleted messages: no lingering, loitering, dawdling, dithering or dallying. (slack penal code 22.05.10)fixed: multi-line code blocks were not readable in dark mode. while “dark mode” is arguably most accurate when it’s impossible to see anything, is it notably less useful.fixed: if you flipped your device to landscape mode while editing your profile, the button to save your changes would disappear. this was intentional, so you could meditate on how we are always growing and changing, and how any attempt to stop the flow of time is nothing more than vanity. just kidding, it was totally a bug."
Slack 22.04.20,25 April 2022,"what’s newa little reminder as you go about your day: the world is a more unique place simply because you’re a part of it, and you’ve impacted others in ways you can’t imagine. oh, and no big changes to the app this time. happy messaging."
Slack 22.04.10,11 April 2022,"what’s newdash on over to the quick switcher to find that searches will more accurately return channels with dashes in their names. if your hopes were previously dashed, we ask for a dash of forgiveness and wish to say you’re looking very dashing today.fixed: uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver’s license photo. contrary to popular belief, we’ve never aspired for slack to feel like going to the dmv, so retake that photo to your heart’s content.fixed: on certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. it was a phenomenon as confusing to witness as it is to explain, and we’ll all be pleased to never have to experience it again."
Slack 22.03.20,28 March 2022,"what’s newthe size of the slack app (the amount of data you download) is now a bit smaller, lighter, more compact. more efficient. trim. tightly engineered. streamlined. pared down to its essentials. you know, unlike this update copy.fixed: attempting to change your notification settings for a specific channel would routinely fail. not in an entertaining way, or the sort that teaches you something important on your way to greater heights. it just didn’t do the thing it was designed to do. sometimes misfortune carries with it no lesson. anyway, it works again."
Slack 22.03.10,14 March 2022,"what’s newwhen previewing a channel prior to joining, you’ll now see the channel description displayed with the channel name for a bit more context. for when you’re unsure whether #the-owls is a channel for ornithologists, insomniacs or fans of the show twin peaks.if you’re someone whose workday doesn’t start at 9 am (or if you find slackbot alerts first thing in the morning to be less of a pick-me-up and more of a put-me-down), you can now choose when your “tomorrow” or “next week” reminders will appear. head over to preferences > notifications to set the default that works best for you.we love emoji. but they can sometimes overwhelm the screen, particularly when that screen is small and hand-held. so we asked our scientists to determine “a more reasonable amount” of reacji to display at one time, and that answer is 9. but don’t worry—the full panoply of reactions can be experienced with just a tap of your finger."
Slack 22.02.20,28 February 2022,"what’s newlet’s double click on that: if your organization allows you to edit your messages, you can fix that typo quicker than ever. just double-tap one of your messages to open up the editing view.ever reply to a thread only to realize you should have sent that reply back into the main channel? us too. that’s why you can now retroactively share your threaded messages with the rest of the channel. just press and hold on the message in question, then select “send reply to this channel.” to give it the attention it deserves.images, stickers and emoji from custom keyboards were not previously supported in slack, leading to “the particular pain of not being able to express oneself with the specific gif or meme one has in mind” (translated from the german). we support these now, and hope you feel supported as well.the first time you send someone a direct message, you’ll now see their pronouns displayed at the beginning of the conversation. we hope it’s a small step that will help foster respect among colleagues."
Slack 22.02.10,14 February 2022,"fixed: if you were someone with a whole bunch of workspaces, attempting to sign out of one of those workspaces was causing the app to freeze. some people also reported hearing the faintest strains of “hotel california” as the app refused to complete the sign-out. now you may check out any time you like, and you can also leave.fixed: when attempting to edit your profile, the keyboard was obscuring the text entry field, with no way to scroll down and see your edits. we’d like to say that this is the sort of challenge that ultimately builds character, but instead we’ll say it was a bug which ultimately was just a pain."
Slack 22.01.30,31 January 2022,"what’s newprefer for tappable urls to be underlined? we’ve added a new accessibility option to the preferences menu to increase visibility for those words that are, in fact, links.long-pressing on a url would bring up a menu with several prompts, none of which would actually do anything. we’d call it a false dilemma, but that would imply that any of the choices you were given were real options.people on certain devices were seeing prompts to “join the huddle happening now,” but found they were unable to join that huddle or dismiss the banner. we can only imagine this is what it would feel like to be repeatedly invited to a party where you are turned away at the door, and for that we are truly sorry.attempting to archive a channel shared in slack connect would return an unhelpful error. incorrect, even. maybe the real error was the errors we wrote along the way.tablet users reported that when someone else on a call stopped sharing their screen, the app would abruptly crash. it’s important to learn to share, but it’s equally important to learn how to not have a meltdown when sharing time is over."
Slack 22.01.20,18 January 2022,"fixed: if you opened the dms tab and repeatedly scrolled up and down, you may have noticed that the preview text would slowly be replaced by multiple copies of the word “you.” it would seem our “new year, new you” initiative had gotten a bit out of hand."
Slack 22.01.11,7 January 2022,"we tweaked some things too small to notice or too difficult to explain. we’ll return you to your regular, more interesting types of release next time (we hope)."
Slack 22.01.10,3 January 2022,"fixed: if you manually marked a message as unread, you may have found the app took your instructions to heart with such conviction and intensity that the message could then never be marked as read. time softens our most rigid postures (a code change doesn’t hurt either), so you should find message read states are now more appropriately fluid."
Slack 21.12.10,6 December 2021,"what’s newno news is good news! well, some news can also be good news, or no news could perhaps lead to uncertainty and speculation on par with bad news, but in this case our absence of news is a good thing. or at least not a bad thing. no news is just fine. carry on."
Slack 21.11.20,15 November 2021,"what’s newthe channel list just got easier to command! tap and hold on any channel or dm in the home tab to mark a conversation as read, mute notifications, copy the channel name or leave it entirely. all this with the press of a finger."
Slack 21.11.10,1 November 2021,"if you’re someone who sets their screen zoom and font size to the maximum values, you may have noticed that the text editing field was getting pushed offscreen. we want there to be room for everyone in the app, so you should find the editor now remains in view no matter how much you “enhance” the image. 🔬"
Slack 21.10.20,18 October 2021,"what’s newnew emoji reactions will now appear immediately while in the all threads view, because it’s exhausting switching back and forth just to see if people laughed at your squid game jokes.if you’re using slack connect to share a private channel with another organization, we’ll make sure it stays private on the receiving end. that is, there is no option when accepting a private shared channel to make it public. more peace of mind for you, more security for all."
Slack 21.10.10,4 October 2021,"what’s newyou can now record video and audio clips right within slack. add some face time to your team updates, talk through feedback, or just say hello. want to sing your portion of the stand-up? best check with your manager on that one.the channel list just got a little friendlier. you’ll now see avatars next to your direct messages, and for those group conversations with lots of names, we’ve given you a bit more space to see just who it is you’re talking to.channel sections can now be collapsed or expanded with a tap of your finger, making for a tidier, more focused experience.fixed: file uploads were being prevented in slack connect channels, somewhat defeating the purpose of the whole “connect” thing. assuming the permission is enabled by your admins, you may once again upload to your heart’s content."
Slack 21.09.20,20 September 2021,"what’s newminor improvements have been made, and bug fixes taken place, but they’re the kind that are out of sight, behind closed doors, and quietly just doing their job, deep in the inner workings of the app, making things just a little bit better."
Slack 21.09.10,7 September 2021,"fixed: tapping the search option on the android keyboard while an active search was already underway created a feedback loop of meta-searches, eventually concluding in a crash. turns out the app didn’t like being faced with the existential crisis of having a search within a search. a question within a question. a void within a void. where were we?"
Slack 21.08.20,23 August 2021,"fixed: while browsing emoji or searching for people on an older version of android, the back button would temporarily become ineffectual. this has been fixed, and if you’re doing either of those things you can use the back button to hop back in time to where you were before. look at you go!"
Slack 21.08.10,9 August 2021,"what’s newthis will be the last version of slack that supports android 6 and 7. in addition, starting on september 1st, you’ll need to be running android 8 or later in order to connect to slack. we know this is potentially frustrating news, but these minimum requirements are necessary in order to ensure slack remains as secure and seamless as we built it to be. thank you for your understanding.fixed: occasionally, attempting to switch workspaces by tapping the workspace icon would instead offer the option to sign out, the implication of which was rather rude. roam if you want to!fixed: rotating the device while there was unsent text in the input field led to a crash, which was frustrating no matter which way you looked at it.fixed: in some rare cases, tapping “threads” would show an error message instead of the threads you were looking for. we’ve sewn up that tear so your threads are once again where you expect them to be."
Slack 21.07.20,26 July 2021,"what’s newwe’ve made it much quicker to join slack from a shared connect invite, because never does time move as slowly as when you are filling out forms in the shadow of the place you really want to be. come on in; the channel’s fine.fixed: you can now set a reminder for a “custom” time of your choosing. you always should have been able to, but our system got a little restrictive there for a minute. want that “make a wish” message to remind you at 11:11? the app is your oyster."
Slack 21.07.10,12 July 2021,"fixed: custom skin tones were not being respected in reacji, giving you the generic yellow version instead. going forward, the emoji you choose will now be the emoji that's shared.fixed: if you start a new message with a ‘>’ symbol, the message will be formatted as a block quote, just like it would be on our other platforms. you can (block) quote us on that."
Slack 21.06.30,28 June 2021,"fixed: links were not opening when slack’s preferences were set to hand off to an external browser app, instead providing a vague and unsatisfying error message. this has been fixed, and the only thing vague and unsatisfying now is the ending to that screenplay we’ve been working on."
Slack 21.06.20,14 June 2021,"what’s newyou know how sometimes you just become aware of how much tension you’re holding in your body, then take a deep breath and slowly let it out? this update is like that. it’s still slack, just with a tiny bit less friction."
Slack 21.06.10,1 June 2021,"fixed: if you had your settings such that images would not be automatically expanded, our “tap to expand this image” prompt would get mixed up with any text previews generated from a posted url, leading to similar amounts of confusion as experienced when describing this bug.fixed: if a direct message from a bot contained buttons, and you tapped the message to view its details, the buttons would no longer work. broken buttons beget bitterness, but better buttons bring bliss.fixed: in certain cases, muted channels would become unmuted, which was frankly quite rude. that which has been politely asked to remain quiet shall now remain dutifully mum."
Slack 21.05.20,17 May 2021,"what’s newsmall thumb update (er, the update is small, but it applies to any size of thumb or appendage) — if you follow a link from one channel to another, swiping to the right will now take you back to the previous channel instead of the channel list.did you know you can tap and hold on an emoji reaction to see who reacted to the message? well if you didn’t, now you do. and if you already knew about that, go ahead and give it another go. we’ve made it dramatically easier to see who’s reacted to what. how dramatically? eight years of theater school and a summer production of hamlet."
Slack 21.05.10,3 May 2021,fixed: long-pressing on the app icon to jump to a recent dm now actually takes you to that dm. we thought it would be better if our buttons actually did the thing we told you they would do.
Slack 21.04.20,19 April 2021,"what’s newif you’re well versed in simplified or traditional chinese — or aspire to be one day — you can now use slack in those languages. set your language preferences in you > preferences > language & region.fixed: for some people who have slack set to a different language than their device, we incorrectly delivered a message about switching languages whenever they opened their slack app. our delivery owls have been retrained, so you should now only see that message when you manually change the language inside of slack."
Slack 21.04.10,5 April 2021,"what’s newan emoji is worth a thousand words, and now you’ll be able to access them more easily: both the picker and search are now in the bottom sheet, and you’ll see more of them at a glance.fixed: a pesky bug that used to show an incorrect number of reactions in the mentions & reactions tab (or worse yet, didn’t show the reaction at all) has been dutifully squashed. or collected and gently put outside. either way, it’s gone.fixed: tapping the microphone icon to search or switch to a new channel might’ve crashed the app if your device didn’t support speech recognition — which was quite the dramatic reaction. we fixed that, so now your device will instead send a polite alert if it doesn’t support speech recognition.fixed: now, instead of getting a blank look from slack when you tried to type in a channel name that couldn’t be found, you’ll simply be told there are no results for that channel name. which is far clearer, we hope."
Slack 21.03.20,22 March 2021,"fixed: marking a reminder as complete should give you a deep and profound sense of satisfaction, not an error message. those errors are gone now, so you can keep blazing through your to-do list.fixed: while you were crafting the perfect message, the slightest tap outside the keyboard would take you to a different place entirely. now, we keep you where you are until you’re ready to leave."
Slack 21.03.10,8 March 2021,fixed: group dms were difficult to distinguish because the app would truncate the list of participants. now it’s easier to see names when composing a message or looking in the quick switcher. you’ll know the names of everyone at the party before you walk into the room.
Slack 21.02.20,22 February 2021,"what’s newfans of the workspace switcher, take note: first of all, we are flattered you consider yourself a fan of the workspace switcher. chuffed, even. second, we’re giving it a refresh, so you can better distinguish your workspaces and switch between them more easily.for some, search is the heart of slack. now, it’s also the feet, because search is moving to its own tab at the bottom of the app.sharing files into slack from outside slack — say, from your photos app — is now much nicer than before. we’ll suggest dms or channels for you, making it easier to share with just a few taps. should things have always been this way? yes! and so they are."
Slack 21.02.10,8 February 2021,fixed: tapping a profile picture or username in a thread used to do nothing. we weren’t ignoring you; we’re just really into this show at the moment. tapping a profile picture or username now opens that person’s profile.
Slack 21.01.20,25 January 2021,"fixed: an obscure, odd, out-of-left-field crash. if you’ve ever tried editing your profile while also rotating your phone, you may have seen this crash. now, you won’t."
Slack 21.01.11,21 January 2021,we’ve tuned the engine and given the interior a thorough clean. everything is now running smoothly again.
Slack 21.01.10,11 January 2021,"fixed: sometimes, the slack app would crash when launched in landscape mode on a tablet device. things have been turned right side up and the app should start normally in both landscape and portrait mode."
Slack 20.12.10,14 December 2020,"what’s newpreviously, the keyboard would appear and disappear in a way that felt inelegant — or even choppy. we’re happy to report that the appearance and disappearance of keyboards has been smoothed out for android 11 and newer.fixed: stick with me, this one’s a doozy. before now, it was possible to crash slack by viewing a channel that contained a message with an audio attachment, but only if your language was set to korean. slack no longer crashes in this surprisingly-particular way."
Slack 20.11.20,30 November 2020,"what’s newnoble adventurer, your “slash command” skill has been upgraded. you now have access to the /expand and /collapse commands, and the power to expand or collapse inline images and video courses through your veins.fixed: on phones with a “notch” (you’ll know it if you’ve got it), some content was hidden beneath the notch when viewing images full screen. slack is now aware of — and respects — the notch."
Slack 20.11.10,9 November 2020,"fixed: adding a new line to a block quote or code block used to make slack crash. that was then. now, we won’t be blocking you from building your blocks however you’d like."
Slack 20.10.20,26 October 2020,"what’s newwe do these releases every week to keep on top of performance… but sometimes there's nothing specific to tell you. so let's talk about some things we should have been better about telling you about in the first place. like, did you know that you can long press on a message on mobile to set it to ""unread"", so it's there waiting for you when you get to your desk? or set a reminder to look at it later? oh, you did? never mind, then. carry on."
Slack 20.10.10,12 October 2020,"what’s newslack is now available in korean, which means you can finally dm your favorite bts member! that was a joke, please do not do that.time may be a construct, but you shouldn’t have to do math to know what hour it is. now, we match your device's preferences when we display times. if you use a 24-hour clock, you’ll see it reflected when you set a custom status that expires or when you snooze a notification."
Slack 20.09.20,28 September 2020,"what’s newmaybe you’ve heard of slack connect, which reduces countless back-and-forth emails by letting you add partners, clients or vendors to a channel. now, if your organization allows it, you can add another company to a new channel straightaway in the mobile app.fixed: we get it. sometimes you just have to go back. previously, repeated tapping of the back button caused the screen to behave poorly. this was our fault, and has been fixed. back you go, run along now."
Slack 20.09.10,14 September 2020,"what’s newbugs were squished, performance was improved, work was done, and the result was good. please enjoy slack responsibly."
Slack 20.08.30,31 August 2020,"what’s newsometimes, we make improvements that are important, but invisible. this is one of those times. you shouldn’t notice anything different, and that’s the idea — slack should just keep working like you expect it to."
Slack 20.08.20,17 August 2020,"what’s newsometimes we release a new version of our app with improvements and bug fixes so intricate and unseen they can’t be conveyed by a collection of words. so instead of something new, and speaking of collections of words… have you tried keyword notifications — a nifty way to stay tuned in to topics you care about? set or see your keywords by tapping you > settings > my keywords. they’re very good."
Slack 20.08.10,3 August 2020,"what’s newnew: for something you’ve read but need to come back to later, you can now mark a thread as unread. long-press on the message you’d like to start from, and then select the option to mark unread from the menu. yes, you’ve been able to do it with channel messages for a long time, but now, you can do it in threads too. useful!"
Slack 20.07.20,20 July 2020,fixed: a few people noticed that you could select “also send to channel” by tapping the blank space next to the checkbox in a threaded reply. we’ve tightened up that space so your replies only appear outside the thread when you want them to.
Slack 20.07.10,6 July 2020,"what’s newyou can now customize your notification preferences on a per-day basis, which is a fancy way of saying that you can now pause interruptions with do not disturb down to the day. (looking for a feature to pause interruptions from pets, kids, or package deliveries? we feel you.)"
Slack 20.06.20,22 June 2020,"what’s newthis is the last version of slack that will work on android 5.0. to get updates in the future, you’ll need to update your device to android 6.0 (or newer).fixed: if you drafted a reply to a thread, and then that thread was deleted, you were unable to open the draft you’d drafted. this was bad, but now it’s better: you can open, copy, and delete those drafts."
Slack 20.06.10,8 June 2020,"fixed: when viewing the channel list, the ‘+’ buttons that let you browse channels or start a new direct message sometimes, well, didn’t. now they do, every time."
Slack 20.05.21,2 June 2020,we’ve tinkered with the internal workings and polished some rough edges. the app is now better than it was.
Slack 20.05.20,25 May 2020,"fixed: when tapping the button to add an image to a channel or dm, the screen of images to choose from was loading far too slowly for our liking. it now loads much quicker.when long-pressing a message, the menu option to “start a thread” had gone missing, which meant that anyone wanting to start one hit a snag. we hadn’t pulled the thread option, it had just got loose. we’ve now tucked it back into the menu where it belongs."
